0,0.0
1,0.0
2,0.03333333333333333
3,23.366666666666667
4,57.333333333333336
5,64.16666666666667
6,25.6
7,90.3
8,85.2
9,85.8
10,57.666666666666664
11,57.2
12,88.5
13,87.66666666666667
14,42.63333333333333
15,15.633333333333333
16,92.93333333333334
17,92.76666666666667
18,94.26666666666667
19,92.7
20,92.3
21,94.8
22,93.8
23,43.43333333333333
24,93.03333333333333
25,79.8
26,64.0
27,75.33333333333333
28,91.53333333333333
29,91.56666666666666
30,93.36666666666666
31,84.46666666666667
32,94.03333333333333
33,92.8
34,84.63333333333334
35,91.16666666666667
36,95.9
37,96.23333333333333
38,96.63333333333334
39,96.66666666666667
40,96.63333333333334
41,96.63333333333334
42,96.66666666666667
43,96.56666666666666
44,96.63333333333334
45,96.7
46,96.6
47,96.63333333333334
48,96.66666666666667
49,96.7
50,96.6
51,96.66666666666667
52,96.8
53,96.83333333333333
54,96.73333333333333
55,96.8
56,96.83333333333333
57,96.8
58,96.8
59,96.73333333333333
60,96.9
61,96.86666666666666
62,96.93333333333334
63,96.8
64,96.8
65,96.86666666666666
66,96.93333333333334
67,96.93333333333334
68,96.96666666666667
69,96.93333333333334
